dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0020695,The association between fire smoke exposure and emergency department (ED) visits and hospital admissions (HA): A systematic review and meta-analysis.,complete,REVIEW,topic_unclear,wildfire,Fire smoke exposure linked to ED visits and hospital admissions; likely wildfire smoke but ambiguous.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""non_original""}",title_abstract,,
D0020696,Using the Environmental Health Disparities Framework to understand Black and Latino perspectives of a local fertilizer plant fire.,complete,REVIEW,topic_unclear,,Fertilizer plant fire affecting community mental health; no climate hazard topics present.,{},{},title_abstract,,
D0020699,Mental health burden following extreme weather events in South-east Asia: A systematic review and meta-analysis,complete,REVIEW,topic_unclear,cyclone,Systematic review of mental disorders after extreme weather events; specifically analyzes cyclones.,"{""cyclone"":""EXCLUDE""}","{""cyclone"":""non_original""}",title_abstract,,
D0020714,Higher risk of patients after stent(s) insertion with vessel bifurcation treated in the association between PM,complete,REVIEW,topic_unclear,,PM-related stent readmission study; no named natural hazard topic is plausible.,{},{},title_abstract,,
D0020724,Exposure to multiple natural disasters and externalising and internalising behavior: A longitudinal study of adolescents,complete,REVIEW,topic_unclear,wildfire|flood|drought,"Examines adolescent mental health after fires, floods, and droughts; wildfire inferred from 'fires'","{""drought"":""INCLUDE"",""flood"":""REVIEW"",""wildfire"":""REVIEW""}","{""drought"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0020743,"A genome-wide gene-environmental interaction study identified novel loci for the relationship between ambient air pollution exposure and depression, anxiety",complete,REVIEW,topic_unclear,,Ambient air pollution not a registered hazard; depression/anxiety present so review needed.,{},{},title_abstract,,
D0020749,Ambient Air Pollution and Hospitalizations for Schizophrenia in China,complete,REVIEW,topic_unclear,,Air pollution and schizophrenia only; no registered hazard topic.,{},{},title_abstract,,
D0020768,"Hispanic Cancer Survivors Exposed to Multiple Natural Disasters: Pre–Post-Disaster Changes in Anxiety, Depression, PTSD, Perceived Stress, and Physical Symptom Burden",complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Longitudinal study with Hurricane Maria and concurrent disasters; pooled effects, hazard-specific results unclear.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0020774,A Prospective Examination of Mental Health Trajectories of Disaster-Exposed Young Adults in the COVID-19 Pandemic,complete,REVIEW,eligibility_unclear,wildfire|cyclone,wildfire: REVIEW - General disaster exposure including wildfires; lacks wildfire-specific analysis and pre-disaster baseline. | cyclone: REVIEW - Pooled hurricanes with wildfires/mudslides; hazard-specific effect unclear; review.,"{""cyclone"":""REVIEW"",""wildfire"":""REVIEW""}","{""cyclone"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0020779,Causal effect of air pollution on the risk of brain health and potential mediation by gut microbiota,complete,REVIEW,topic_unclear,,"No registered hazard topic; air pollution and brain health with PTSD, requires review.",{},{},title_abstract,,
D0020800,The Lag-Effects of Air Pollutants and Meteorological Factors on COVID-19 Infection Transmission and Severity: Using Machine Learning Techniques,complete,REVIEW,topic_unclear,temperature,Examines meteorological factors including temperature as predictors of COVID-19 outcomes; no mental health signal.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0020817,“Freedom to move through the house”: How a healthy housing initiative improves quality of life in Aotearoa New Zealand,complete,REVIEW,topic_unclear,temperature,Housing study addresses cold indoor environment; participants report improved mental health and quality of life.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0020818,Sex differences in biomarkers of end-organ damage following exertional heat stroke in humans,complete,REVIEW,topic_unclear,temperature,Clinical biomarker study of exertional heat stroke; possible heat-related hazard but no ambient exposure data.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0020828,Floods in southern Brazil: the urgent need for mental health support in the context of climatic disasters.,complete,REVIEW,title_only_unclear,,Title suggests a commentary on floods and mental health support; empirical design unclear.,{},{},title_only,REVIEW,NA
D0020839,"Syndromic Surveillance in Public Health Emergencies: A Systematic Analysis of Cases Related to Exposure to 2023 Floodwaters in Romagna, Italy.",complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Flood-exposed vs non-exposed syndromic surveillance with anxiety/trauma outcomes; design lacks pre-event baseline.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0020840,Heat Stress Induces Alterations in Gene Expression of Actin Cytoskeleton and Filament of Cellular Components Causing Gut Disruption in Growing–Finishing Pigs,complete,REVIEW,topic_unclear,temperature,Animal study of heat stress on gut gene expression; temperature exposure but non-human.,"{""temperature"":""EXCLUDE""}","{""temperature"":""not_human_empirical""}",title_abstract,,
D0020844,Effects of Weather on the Severity of Menstrual Symptoms Among College- and High School-Going Women in the Southern Regions of Saudi Arabia.,complete,REVIEW,topic_unclear,,Study examines weather effects on menstrual symptoms; no specific hazard topic named.,{},{},title_abstract,,
D0020850,Social and humanitarian issues in nephrology and hypertension,complete,REVIEW,topic_unclear,,No named climate hazard; discusses natural/man-made disasters and humanitarian effects on kidney patients.,{},{},title_abstract,,
D0020857,Factors related to evacuation intention when a Level 4 evacuation order was issued among people with mental health illnesses using group homes in Japan: A cross-sectional study,complete,REVIEW,topic_unclear,flood,Study of evacuation intention among people with mental illness; mentions flood disaster experience as confounder.,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_outcome""}",title_abstract,,
D0020863,"Opposing objective and subjective wellbeing outcomes within an environmentally vulnerable delta: a case study of Volta Delta, Ghana.",complete,REVIEW,eligibility_unclear,drought|flood,drought: REVIEW - Cross-sectional comparison of wellbeing across drought and flood areas; design not clearly eligible. | flood: EXCLUDE - Cross-sectional logistic regression comparing wellbeing across flood/drought landscapes; no temporal or quasi-experimental contrast.,"{""drought"":""REVIEW"",""flood"":""EXCLUDE""}","{""drought"":""NA"",""flood"":""wrong_design""}",title_abstract,,
D0020876,The 2023 Maui Wildfires and the Mental Health Effects of Climate-Induced Relocation.,complete,REVIEW,title_only_unclear,,"Title suggests wildfire exposure and mental health outcomes, but no abstract; design and originality unclear.",{},{},title_only,REVIEW,NA
D0020887,Water fetching and musculoskeletal health across the life-course in Sub-Saharan Africa: A scoping review.,complete,REVIEW,topic_unclear,drought,Water scarcity context in SSA; no explicit drought event but likely environmental water scarcity.,"{""drought"":""EXCLUDE""}","{""drought"":""non_original""}",title_abstract,,
D0020914,Gender Inequities in the Impact of Climate Change on Health: A Scoping Review.,complete,REVIEW,topic_unclear,temperature,Scoping review on climate and gender; heat is noted among health impacts.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0020943,Study on the relationship between PTSD and academic control and academic emotion in primary and middle school students after flood disaster.,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Longitudinal post-flood PTSD study; no pre-event baseline or flood exposure contrast.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0020944,Air pollution and children's mental health in rural areas: compositional spatio-temporal model,complete,REVIEW,topic_unclear,,No registered climate hazard; air pollution and child mental health in rural area.,{},{},title_abstract,,
D0020957,Impact of climate change on maternal health outcomes: An evidence gap map review.,complete,REVIEW,topic_unclear,,General climate change and maternal health review; no specific hazard topic mentioned; review flag.,{},{},title_abstract,,
D0020974,Climate and mental health: a roadmap to global heat resilience.,complete,REVIEW,title_only_unclear,,Title suggests a roadmap/global perspective; no abstract to confirm empirical design or outcome.,{},{},title_only,REVIEW,NA
D0020985,‘Who will protect us from seeing the world’s largest rainforest burn?’ The mental exhaustion faced by climate scientists,complete,REVIEW,topic_unclear,wildfire,Title mentions rainforest burn and mental exhaustion; wildfire and mental health signals present.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""non_original""}",title_abstract,,
D0021011,Health Disparities and Maladaptive Behavior in Response to Extreme Heat: Impacts on Mental Health Among Older Adults.,complete,REVIEW,title_only_unclear,,Title potentially links extreme heat to mental health in older adults; no abstract to assess eligibility.,{},{},title_only,REVIEW,NA
D0021018,The Association between Exposure to Fine Particulate Air Pollution and the Trajectory of Internalizing and Externalizing Behaviors during Late Childhood and Early Adolescence: Evidence from the Adolescent Brain Cognitive Development (ABCD) Study,complete,REVIEW,topic_unclear,,PM2.5 air pollution and youth mental health; no specific climate hazard named.,{},{},title_abstract,,
D0021021,Flying to high-altitude destinations.,complete,REVIEW,topic_unclear,temperature,Discusses cold ambient air as a health hazard for high-altitude travelers.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0021023,Short-term associations of PM10 attributed to biomass burning with respiratory and cardiovascular hospital admissions in Peninsular Malaysia,complete,REVIEW,topic_unclear,wildfire,"Biomass burning PM10 linked to hospital admissions, plausibly landscape fire.","{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_outcome""}",title_abstract,,
D0021028,Pain From a Distance: Can Third-Person Self-Talk Mitigate Pain Sensitivity and Pain Related Distress During Experimentally Induced Pain?,complete,REVIEW,topic_unclear,temperature,"Experimental cold pressor induced pain study; manufactured thermal exposure, not environmental. Distress/negative affect measured.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0021037,Perception of Climate Change Vulnerability and its Impact on Sexual and Reproductive Health and Rights in Khutiya and Banganga River Basins,complete,REVIEW,topic_unclear,temperature|flood|drought,"Nepal women face heat, river flooding, and drying water sources; potential mental health impacts.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""wrong_exposure"",""flood"":""wrong_outcome"",""temperature"":""wrong_exposure""}",title_abstract,,
