dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0024564,The impact of climate change on the mental health of the ageing population: A systematic review,complete,REVIEW,topic_unclear,temperature,"Systematic review of climate change on older adult mental health; heat/cold explicit, acute disasters type not identified.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0024638,"Depressive and anxiety symptoms after the 2024 flooding in Rio Grande do Sul, Brazil: findings of the PAMPA cohort",complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Prospective cohort named but no clear pre/post comparison; flood impact and HADS cross-sectional.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0024645,The Long-Term Mental Health Impact of Disasters: A Systematic Review and Multilevel Meta-Analysis of Longitudinal Epidemiological Studies,complete,REVIEW,topic_unclear,,Longitudinal mental health after disasters; disaster type is not resolved to a registered hazard.,{},{},title_abstract,,
D0024650,Help-Seeking Patterns during Weather Events: 2-1-1 Service Calls among Service-Connected Unhoused Populations in Louisiana from 2014 to 2023,complete,REVIEW,eligibility_unclear,temperature|cyclone,temperature: REVIEW - Study examines temperature/cyclone and 2-1-1 calls; mental health mentions may not be eligible outcome. | cyclone: REVIEW - Primary outcome is service utilization; mental health mentions are secondary and not clearly an eligible outcome.,"{""cyclone"":""REVIEW"",""temperature"":""REVIEW""}","{""cyclone"":""NA"",""temperature"":""NA""}",title_abstract,,
D0024724,Higher temperatures are associated with increased interpersonal and self-inflicted violence-related Medicaid hospital visits in the United States.,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Clear temperature exposure and self-inflicted violence outcome, but abstract truncated and design unspecified.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0024775,Changes and predictive factors of psychological symptoms in adolescents following the typhoon 'Yagi': a latent change score analysis,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Two-wave post-disaster study without pre-event baseline; eligible typhoon exposure and adolescent mental health outcomes.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0025288,Age differences in the psychological consequences of Hurricane Hugo,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Hurricane exposure and psychological distress measured; repeated post-event follow-ups lack pre-event baseline.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0025311,Effect of family role on response to disaster,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Flood exposure and psychiatric distress present but design unclear from abstract.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0025324,Chronic Stress as a Mediator of Acute Stress: The Case of Hurricane Hugo,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Hurricane Hugo exposure and psychological distress measured; design unspecified, likely cross-sectional mediation.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0025403,Bodies associated with fires,complete,REVIEW,title_only_unclear,,Title only; potential fire exposure but no mental health outcome or design info.,{},{},title_only,REVIEW,NA
D0025607,The relationship between chinook conditions and women's physical and mental well-being,complete,REVIEW,topic_unclear,,Chinook conditions and psychological symptoms; no registered hazard topic covers this weather exposure.,{},{},title_abstract,,
D0025611,Israel brings psychiatric care in from cold,complete,REVIEW,title_only_unclear,,"Title insufficient; no clear hazard, outcome, or design information.",{},{},title_only,REVIEW,NA
D0025804,Symptoms of posttraumatic stress in children after Hurricane Andrew: A prospective study,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Prospective post-hurricane study with repeated PTSD measures, but no pre-event baseline.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0026590,Presentation of the case,complete,REVIEW,title_only_unclear,,No abstract; title is uninformative and could relate to any topic.,{},{},title_only,REVIEW,NA
D0026659,Flooding and human health,complete,REVIEW,title_only_unclear,,Title mentions flooding and human health but lacks specificity on outcome and design; no abstract available.,{},{},title_only,REVIEW,NA
D0027038,Impairment in cognitive and exercise performance during prolonged antarctic residence: Effect of thyroxine supplementation the polar triiodothyronine syndrome,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Antarctic residence study with mood outcomes; cold exposure not clearly temperature-focused.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0027100,In brief,complete,REVIEW,title_only_unclear,,Title is uninformative and no abstract is available.,{},{},title_only,REVIEW,NA
D0027489,Brief treatment for elementary school children with disaster-related posttraumatic stress disorder: A field study,complete,REVIEW,topic_unclear,,Disaster-related PTSD in children; disaster type is not identified.,{},{},title_abstract,,
D0027608,Psychological resilience in older adults following the 1997 flood,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Older adults after flood measured thrice, no pre-event baseline; depression outcome measured.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0027756,Heat relief,complete,REVIEW,title_only_unclear,,Title 'Heat relief' is too ambiguous to determine eligibility.,{},{},title_only,REVIEW,NA
D0027975,Traumatic events take their toll on mental health [1],complete,REVIEW,title_only_unclear,,Title suggests mental health impact of traumatic events but hazard unspecified; insufficient info for exclusion.,{},{},title_only,REVIEW,NA
D0028007,Clinical facts & curios,complete,REVIEW,title_only_unclear,,Title suggests a non-research miscellany; no eligible hazard/outcome stated.,{},{},title_only,REVIEW,NA
D0028017,In search of sustainability,complete,REVIEW,title_only_unclear,,Title only; potentially relevant but insufficient information to judge eligibility.,{},{},title_only,REVIEW,NA
D0028379,"Epidemiologic assessment of the impact of four hurricanes - Florida, 2004",complete,REVIEW,title_only_unclear,,Title suggests a human epidemiologic study of hurricanes but outcome and design are unspecified.,{},{},title_only,REVIEW,NA
D0028390,Sightings,complete,REVIEW,title_only_unclear,,"Title is ambiguous and provides no clear information on exposure, outcome, or design.",{},{},title_only,REVIEW,NA
D0028508,"Coping efforts and efficacy, acculturation, and post-traumatic symptomatology in adolescents following wildfire",complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Repeated post-event survey without pre-event baseline; no clear exposure contrast, so review.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0028760,Climate change - The greatest crisis for children?,complete,REVIEW,title_only_unclear,,Title suggests broad discussion of climate change effects on children; insufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0028882,Heat waves and health protection,complete,REVIEW,title_only_unclear,,Title suggests heat waves but outcome unspecified; abstract missing.,{},{},title_only,REVIEW,NA
D0028959,Medical heat for climate change,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0029000,Caring for children of caretakers during a disaster,complete,REVIEW,title_only_unclear,,"Title suggests disaster-related caregiving but hazard, outcome, and design are unstated.",{},{},title_only,REVIEW,NA
D0029001,Caring for children in a juvenile justice system after a disaster,complete,REVIEW,title_only_unclear,,"Title suggests post-disaster context but hazard, outcome, and design are unspecified.",{},{},title_only,REVIEW,NA
D0029154,Community and ecological approaches to understanding and alleviating postdisaster distress,complete,REVIEW,topic_unclear,,"Postdisaster distress after diverse disasters; hazard type unresolved (natural, technological, mass violence).",{},{},title_abstract,,
D0029171,Posttraumatic stress disorder after the hurricanes.,complete,REVIEW,title_only_unclear,,"Title suggests hurricane exposure and PTSD outcome; no abstract, insufficient info.",{},{},title_only,REVIEW,NA
D0029207,Surviving hurricane Wilma,complete,REVIEW,title_only_unclear,,Title suggests hurricane exposure but no outcome/design info; insufficient to exclude.,{},{},title_only,REVIEW,NA
D0029280,Environmental influences on hypothalamic-pituitary-thyroid function and behavior in Antarctica,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Antarctic station comparison of cold/altitude effects on mood; exposure confounded and design ambiguous.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0029603,The long-term health consequences of disasters and mass traumas,complete,REVIEW,title_only_unclear,,"Title suggests health consequences of disasters/mass trauma; insufficient info on hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0029621,The cost of change on the land,complete,REVIEW,title_only_unclear,,"Title is vague; no clear exposure, outcome, or design information.",{},{},title_only,REVIEW,NA
D0029657,Trends That Will Affect Your Future .... And Nary a Drop to Drink,complete,REVIEW,title_only_unclear,,Title is vague; unclear if relevant climate hazard and mental health outcome are studied.,{},{},title_only,REVIEW,NA
D0029681,French experiences with Health Impact Assessment of disasters,complete,REVIEW,title_only_unclear,,"Title suggests a descriptive account of Health Impact Assessment of disasters; no clear exclusion, but relevance to eligible hazard and mental health is unclear.",{},{},title_only,REVIEW,NA
D0029699,Facing an uncertain climate,complete,REVIEW,title_only_unclear,,"Title is vague, no clear evidence of eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0029809,Discussion,complete,REVIEW,title_only_unclear,,Title 'Discussion' is too vague to screen; no abstract available.,{},{},title_only,REVIEW,NA
D0029924,The irritable heart,complete,REVIEW,title_only_unclear,,Title does not clearly indicate an eligible climate hazard or mental-health outcome; insufficient for screening.,{},{},title_only,REVIEW,NA
D0029966,Time to embrace public health approaches to national and global challenges,complete,REVIEW,title_only_unclear,,Title is generic; no clear evidence for or against eligibility criteria.,{},{},title_only,REVIEW,NA
D0030042,Psychosocial responses to disaster: An Asian perspective,complete,REVIEW,topic_unclear,,Psychosocial responses to unspecified natural disasters; disaster type not identified.,{},{},title_abstract,,
D0030051,The sweet smell of (sustainable) success,complete,REVIEW,title_only_unclear,,Title insufficient to determine eligibility; likely unrelated but not clearly excludable.,{},{},title_only,REVIEW,NA
D0030449,The impact of natural disasters on the elderly.,complete,REVIEW,topic_unclear,,Elderly mental health after natural disasters; disaster type is not identified.,{},{},title_abstract,,
