source_row,dedup_id,title,year,journal,candidate_topics,strict_decision,primary_topic,exposure_measurement,design_class,counterfactual_status,effect_extractability,outcome_status,primary_reason_code,confidence,reason,full_text_checks,overlap_flag,screener_model,criteria_version
285,D0017602,Association between daily ambient temperature and drug overdose in Tokyo: a time-series study.,2022,Environmental health and preventive medicine,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily meteorological and self-harm ambulance data are analyzed with an adjusted quasi-Poisson DLNM; drug-overdose attempt RRs and 95% CIs are reported.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
286,D0017710,"The role of meteorological factors in suicide mortality in Wuhu, a humid city along the Yangtze River in Eastern China",2023,Environmental science and pollution research international,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,"Daily meteorological and suicide series are analyzed with GAM/DLNM time-series models, and temperature and DTR RRs with 95% CIs are reported.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
287,D0017739,Are there joint effects of different air pollutants and meteorological factors on mental disorders? A machine learning approach,2023,Environmental science and pollution research international,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Time-adjusted models include temperature as a main environmental exposure to mental-disorder admissions, but the temperature-specific effect and uncertainty are not reported.",Extract temperature-specific effects and uncertainty | Separate temperature from pollutant-mixture effects | Confirm daily exposure and outcome time windows,none_identified,gpt-5.6-sol,strict-inc-v1.0
288,D0017756,Association between sequential extreme precipitation-heatwaves events and hospitalizations for schizophrenia: The damage amplification effects of sequential extremes,2022,Environmental Research,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,"Time-series DLNMs quantify sequential heatwave events and heatwaves alone against schizophrenia admissions, with RRs or attributable fractions and intervals.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
289,D0017762,Association of Daily Temperature With Suicide Mortality: A Comparison With Other Causes of Death and Characterization of Possible Attenuation Across 5 Decades.,2022,American journal of epidemiology,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,A two-stage daily-temperature analysis over five decades estimates short-term suicide mortality effects and reports an RR with 95% CI.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
290,D0017773,Mood and Sleep Status and Mental Disorders During Prolonged Winter-Over Residence in Two Korean Antarctic Stations.,2022,Nature and science of sleep,temperature,EXCLUDE,temperature,ineligible,longitudinal_with_prebaseline,unclear,unclear,eligible,wrong_exposure,high,"The exposure is prolonged Antarctic deployment combining isolation, photoperiod, and climate; no ambient temperature or cold-spell hazard effect is estimated.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
291,D0017793,Seasonal variation in association between temperature change and emergency department visits: A multi-site study in China,2022,Environmental Research,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,likely_extractable,eligible,unclear_effect_extractability,high,"Weather and ED data are modeled with quasi-Poisson DLNMs, but the mental-disease result is qualitative and lacks an effect estimate and uncertainty.",Extract the mental-disease TCN effect and uncertainty | Confirm diagnosis codes and spring exposure window,none_identified,gpt-5.6-sol,strict-inc-v1.0
292,D0017811,"Economic and mental health impacts of multiple adverse events: Hurricane Harvey, other flooding events, and the COVID-19 pandemic",2022,Environmental Research,flood|cyclone,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,reported_with_uncertainty,eligible,self_report_exposure_only,high,"Historical flood severity, home damage, and income loss are participant-reported, and pandemic anxiety is compared without a pre-flood outcome counterfactual.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
293,D0017883,"Identifying joint impacts of sun radiation, temperature, humidity, and rain duration on triggering mental disorders using a high-resolution weather monitoring system",2022,Environment International,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,case_crossover,yes,reported_with_uncertainty,eligible,eligible,high,"Dense weather-monitor temperature is linked to mental-disorder ED visits in a time-stratified case-crossover model, with temperature effects and 95% CIs.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
294,D0017913,Elemental analysis of hair provides biomarkers of maternal hardship linked to adverse behavioural outcomes in 4-year-old children: The QF2011 Queensland Flood Study,2022,Journal of Trace Elements in Medicine and Biology,flood,NARRATIVE_ONLY,flood,self_report_only,post_event_only,no,unclear,eligible,self_report_exposure_only,high,"Prenatal flood hardship is a reported stress measure, and child internalizing and behavioral outcomes were measured only four years after the event.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
295,D0017947,"Climate Change, Drought and Rural Suicide in New South Wales, Australia: Future Impact Scenario Projections to 2099.",2022,International journal of environmental research and public health,drought,FULLTEXT_REVIEW,drought,objective_or_verifiable,unclear,unclear,unclear,eligible,unclear_design,medium,"The paper includes an empirical 1970-2007 drought-suicide relationship before future projections, but the abstract does not specify its design, effect estimate, or uncertainty.",Verify temporal identification for the historical analysis | Extract historical drought-suicide effects and uncertainty | Keep empirical estimates separate from projections,none_identified,gpt-5.6-sol,strict-inc-v1.0
296,D0018030,Quantifying societal emotional resilience to natural disasters from geo-located social media content,2022,PLoS ONE,cyclone,FULLTEXT_REVIEW,cyclone,objective_or_verifiable,time_series,unclear,unclear,unclear,multiple_issues,medium,"Geolocated social-media sentiment is tracked before, during, and after four hurricanes, but outcome validation, counterfactual modeling, and quantitative uncertainty are not stated.",Confirm sentiment is a validated affect or wellbeing outcome | Verify event-time counterfactual and temporal controls | Extract hurricane effects and uncertainty,none_identified,gpt-5.6-sol,strict-inc-v1.0
297,D0018032,Association between Repeated Exposure to Hurricanes and Mental Health in a Representative Sample of Florida Residents,2022,JAMA Network Open,cyclone,FULLTEXT_REVIEW,cyclone,unclear,longitudinal_with_prebaseline,yes,reported_with_uncertainty,eligible,unclear_exposure_measurement,medium,"A representative panel was assessed before and after Irma and Michael with path estimates and CIs, but direct, indirect, media, and evacuation-zone exposures are not described as externally linked.",Verify objective or geocoded hurricane exposure variables | Identify hazard-specific contrasts independent of self-report | Confirm extractable repeated-exposure effects,none_identified,gpt-5.6-sol,strict-inc-v1.0
298,D0018208,Long-term impact of hurricane sandy exposure on positive and negative affect: The role of perceived social support,2022,The Journals of Gerontology: Series B: Psychological Sciences and Social Sciences,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,longitudinal_with_prebaseline,yes,unclear,eligible,self_report_exposure_only,high,"Although affect was measured before and after Sandy, hazard exposure is reported peritraumatic stress and hardship with no external linkage.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
299,D0018224,Impact of the 2018 Japan Floods on benzodiazepine use: A longitudinal analysis based on the National Database of Health Insurance Claims,2022,Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services,flood,FULLTEXT_REVIEW,flood,objective_or_verifiable,quasi_experimental,yes,reported_with_uncertainty,unclear,multiple_issues,medium,"A DID using officially certified victims reports prescription effects with CIs, but benzodiazepine prescriptions are not clearly restricted to an eligible mental-health indication.",Confirm benzodiazepines were prescribed for eligible psychiatric outcomes | Extract indication-specific DID effects if available | Confirm victim certification exposure timing,none_identified,gpt-5.6-sol,strict-inc-v1.0
300,D0018288,The impact of cold spells on schizophrenia admissions and the synergistic effect with the air quality index,2022,Environmental Research,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily climate and schizophrenia admissions are used to estimate cold-spell effects; lag-specific RRs and interaction estimates have 95% CIs.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
301,D0018290,Associations of short-term exposure to air pollution and increased ambient temperature with psychiatric hospital admissions in older adults in the USA: a case–crossover study,2022,The Lancet Planetary Health,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,case_crossover,yes,reported_with_uncertainty,eligible,eligible,high,"The abstract reports a case-crossover analysis of short-term ambient temperature and psychiatric admissions, with temperature-specific relative risk changes and 95% CIs for depression and other diagnoses.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
302,D0018297,Ambient Temperature and External Causes of Death in Japan from 1979 to 2015: A Time-Stratified Case-Crossover Analysis,2022,Environmental Health Perspectives,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,case_crossover,yes,reported_with_uncertainty,eligible,eligible,high,A time-stratified case-crossover and distributed-lag analysis estimates temperature effects on suicide mortality across prefectures and reports suicide RRs with 95% CIs.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
303,D0018317,Main and added effects of heatwaves on hospitalizations for mental and behavioral disorders in a tropical megacity of Vietnam,2022,Environmental science and pollution research international,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily heatwaves and mental-disorder admissions were analyzed with time-series Poisson and distributed-lag models controlling temporal confounding; heatwave RRs and 95% CIs are reported.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
