conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
changes in electric skin conductivity due to psychic stress and the reactivity of skin capillaries to cold stress in mut,first_author_conflict,D0103278,Embase,L88176439,,Changes in electric skin conductivity due to psychic stress and the reactivity of skin capillaries to cold stress in mutual comparison,1968,Grünner
pathology of the arsonist a novice priest of the kinkaku golden pavillion a psychiatric study,first_author_conflict,D0103279,PubMed,5684677,,"[Pathology of the arsonist, a novice priest, of the Kinkaku, Golden Pavillion, a psychiatric study].",1968,Kobayashi J
pathology of the arsonist a novice priest of the kinkaku golden pavillion a psychiatric study,first_author_conflict,D0103280,Embase,L88095506,,"Pathology of the arsonist, a novice priest, of the Kinkaku, Golden Pavillion, a psychiatric study",1968,Kobayashi
accelerometric and emg study of abnormal movements and pathologic reflexes,first_author_conflict,D0103281,PubMed,4297113,,[Accelerometric and EMG study of abnormal movements and pathologic reflexes].,1968,Scherrer J
accelerometric and emg study of abnormal movements and pathologic reflexes,first_author_conflict,D0103282,Embase,L88151494,,Accelerometric and EMG study of abnormal movements and pathologic reflexes,1968,Scherrer
the modification of experimental ulcer in immobilized rats by different pharmacologic agents,first_author_conflict,D0103285,PubMed,4389534,,[The modification of experimental ulcer in immobilized rats by different pharmacologic agents].,1968,Schramm H
the modification of experimental ulcer in immobilized rats by different pharmacologic agents,first_author_conflict,D0103286,Embase,L89157387,,The modification of experimental ulcer in immobilized rats by different pharmacologic agents,1968,Schramm
arson in melancholia a contribution to the problem of criminal structural changes,first_author_conflict,D0103287,PubMed,5596112,,[Arson in melancholia. A contribution to the problem of criminal structural changes].,1967,Stumpfl FJ
arson in melancholia a contribution to the problem of criminal structural changes,first_author_conflict,D0103288,Embase,L88186629,,Arson in melancholia. A contribution to the problem of criminal structural changes,1967,Stumpfl
accidental exposure to freezing clinical and laboratory observations during convalescence from near fatal hypothermia,first_author_conflict,D0103290,PubMed,6050896,,Accidental exposure to freezing: clinical and laboratory observations during convalescence from near-fatal hypothermia.,1967,Phillipson EA
accidental exposure to freezing clinical and laboratory observations during convalescence from near fatal hypothermia,first_author_conflict,D0103291,Embase,L288058946,,Accidental exposure to freezing: Clinical and laboratory observations during convalescence from near-fatal hypothermia,1967,Phillipson
arsonists in the light of the literature,first_author_conflict,D0103292,PubMed,4874516,,[Arsonists in the light of the literature].,1967,Fleszar-Szumigajowa J
arsonists in the light of the literature,first_author_conflict,D0103293,Embase,L88073286,,Arsonists in the light of the literature,1967,Fleszar-Szumigajowa
the incendiary criminologic clinical and psychological study of 72 cases,first_author_conflict,D0103296,PubMed,6064536,,"[The incendiary. Criminologic, clinical and psychological study of 72 cases].",1967,Kammerer T
the incendiary criminologic clinical and psychological study of 72 cases,first_author_conflict,D0103297,Embase,L88016323,,"The incendiary. Criminologic, clinical and psychological study of 72 cases",1967,Kammerer
arson with special reference to pyromania,first_author_conflict,D0103299,PubMed,5230401,,Arson with special reference to pyromania.,1967,Robbins E
arson with special reference to pyromania,first_author_conflict,D0103300,Embase,L87089174,,Arson with special reference to pyromania.,1967,Robbins
heat in the body as a psychiatric symptom its clinical appraisal and prognostic indication,first_author_conflict,D0103302,PubMed,4379829,,"""Heat in the body"" as a psychiatric symptom: its clinical appraisal and prognostic indication.",1966,Mbanefo SE
heat in the body as a psychiatric symptom its clinical appraisal and prognostic indication,first_author_conflict,D0103303,Scopus,2-s2.0-0013910391,,"""Heat in the body"" as a psychiatric symptom: its clinical appraisal and prognostic indication.",1966,Mbanefo S.
heat in the body as a psychiatric symptom its clinical appraisal and prognostic indication,first_author_conflict,D0103304,Embase,L86069070,,"""Heat in the body"" as a psychiatric symptom: its clinical appraisal and prognostic indication.",1966,Mbanefo
pyromania in a woman,first_author_conflict,D0103305,PubMed,5908949,,Pyromania in a woman.,1966,Greenberg HR
pyromania in a woman,first_author_conflict,D0103306,Embase,L86053820,,Pyromania in a woman.,1966,Greenberg
suicide by freezing,title_short_or_generic,D0103307,PubMed,5986357,,[Suicide by freezing].,1966,Ahitkov VS
suicide by freezing,title_short_or_generic,D0103308,Scopus,2-s2.0-0013859193,,Suicide by freezing,1966,Ahitkov V.
suicide by freezing,title_short_or_generic,D0103309,Embase,L88008041,,Suicide by freezing,1966,Ahitkov
clinical classification and psychopathological study of pyromania,first_author_conflict,D0103310,PubMed,5958894,,[Clinical classification and psychopathological study of pyromania].,1966,Castellani A
clinical classification and psychopathological study of pyromania,first_author_conflict,D0103311,Embase,L87037145,,Clinical classification and psychopathological study of pyromania,1966,Castellani
the activity of anti brain antibodies in the serum of patients with nervo psychic disorders against water salt brain ext,first_author_conflict,D0103313,PubMed,5873639,,[The activity of anti-brain antibodies in the serum of patients with nervo-psychic disorders against water-salt brain extracts subjected to physico-chemical treatment].,1965,Kuznetsova NI
the activity of anti brain antibodies in the serum of patients with nervo psychic disorders against water salt brain ext,first_author_conflict,D0103314,Scopus,2-s2.0-0013803264,,The activity of anti-brain antibodies in the serum of patients with nervo-psychic disorders against water-salt brain extracts subjected to physico-chemical treatment,1965,Kuznetsova N.
acute fatal gold chloride poisoning,first_author_conflict,D0103315,PubMed,5860713,,[Acute fatal gold chloride poisoning].,1965,Preisser G
acute fatal gold chloride poisoning,first_author_conflict,D0103316,Embase,L86033957,,Acute fatal gold chloride poisoning,1965,Preisser
histamine in human disease,first_author_conflict,D0103320,PubMed,14247925,,HISTAMINE IN HUMAN DISEASE.,1964,CODE CF
histamine in human disease,first_author_conflict,D0103321,Embase,L281232229,,Histamine in human disease,1964,Code
child psychiatry division in a general hospital,first_author_conflict,D0103322,PubMed,14147162,,CHILD PSYCHIATRY DIVISION IN A GENERAL HOSPITAL.,1964,BLAU A
child psychiatry division in a general hospital,first_author_conflict,D0103323,Scopus,2-s2.0-75949159782,,CHILD PSYCHIATRY DIVISION IN A GENERAL HOSPITAL.,1964,BLAU A.
heat exhaustion,title_short_or_generic,D0103325,PubMed,14142725,,[HEAT EXHAUSTION].,1964,HAYASHI H
heat exhaustion,title_short_or_generic,D0103326,Embase,L80767501,,HEAT EXHAUSTION.,1964,Hayashi
clinical trial of a new anti tussive dimyril,first_author_conflict,D0103327,PubMed,14140732,,CLINICAL TRIAL OF A NEW ANTI-TUSSIVE ('DIMYRIL').,1964,AZZOPARDI JF
clinical trial of a new anti tussive dimyril,first_author_conflict,D0103328,Scopus,2-s2.0-84883848651,,CLINICAL TRIAL OF A NEW ANTI-TUSSIVE ('DIMYRIL').,1964,AZZOPARDI J.
clinical trial of a new anti tussive dimyril,first_author_conflict,D0103329,Embase,L81734470,,CLINICAL TRIAL OF A NEW ANTI-TUSSIVE ('DIMYRIL').,1964,Azzopardi
therapeutic aspects of asthma emphasizing the role and control of cough,first_author_conflict,D0103331,PubMed,14053191,,"THERAPEUTIC ASPECTS OF ASTHMA, EMPHASIZING THE ROLE AND CONTROL OF COUGH.",1963,PRICKMAN LE
therapeutic aspects of asthma emphasizing the role and control of cough,first_author_conflict,D0103332,Embase,L80747688,,"THERAPEUTIC ASPECTS OF ASTHMA, EMPHASIZING THE ROLE AND CONTROL OF COUGH.",1963,Prickman
economic aspects of minor diseases,first_author_conflict,D0103333,PubMed,13950711,,[Economic aspects of minor diseases].,1963,de GROOT J
economic aspects of minor diseases,first_author_conflict,D0103334,Embase,L80645764,,Economic aspects of minor diseases.,1963,de GROOT
clinical and experimental studies on some aspects of the interrelation between psyche and soma,first_author_conflict,D0103336,PubMed,14049487,,[CLINICAL AND EXPERIMENTAL STUDIES ON SOME ASPECTS OF THE INTERRELATION BETWEEN PSYCHE AND SOMA].,1963,DOBETA H
clinical and experimental studies on some aspects of the interrelation between psyche and soma,first_author_conflict,D0103337,Scopus,2-s2.0-75549093957,,CLINICAL AND EXPERIMENTAL STUDIES ON SOME ASPECTS OF THE INTERRELATION BETWEEN PSYCHE AND SOMA.,1963,DOBETA H.
clinical and experimental studies on some aspects of the interrelation between psyche and soma,first_author_conflict,D0103338,Embase,L80745066,,CLINICAL AND EXPERIMENTAL STUDIES ON SOME ASPECTS OF THE INTERRELATION BETWEEN PSYCHE AND SOMA.,1963,Dobeta
measuring performance changes in highly transient extreme heat stress rationale problem and experimental procedures tech,first_author_conflict,D0103339,PubMed,14131193,,"MEASURING PERFORMANCE CHANGES IN HIGHLY TRANSIENT EXTREME HEAT STRESS: RATIONALE, PROBLEM, AND EXPERIMENTAL PROCEDURES. TECHN DOCUM REP AMRL-TDR-63-1.",1963,GROTH H
measuring performance changes in highly transient extreme heat stress rationale problem and experimental procedures tech,first_author_conflict,D0103340,Scopus,2-s2.0-75549111109,,"MEASURING PERFORMANCE CHANGES IN HIGHLY TRANSIENT EXTREME HEAT STRESS: RATIONALE, PROBLEM, AND EXPERIMENTAL PROCEDURES. TECHN DOCUM REP AMRL-TDR-63-1.",1963,GROTH H.
measuring performance changes in highly transient extreme heat stress rationale problem and experimental procedures tech,first_author_conflict,D0103341,Embase,L80732418,,"MEASURING PERFORMANCE CHANGES IN HIGHLY TRANSIENT EXTREME HEAT STRESS: RATIONALE, PROBLEM, AND EXPERIMENTAL PROCEDURES. TECHN DOCUM REP AMRL-TDR-63-1.",1963,Groth
on disorders of functional mobility of the cold analyzer in patients with schizophrenia,first_author_conflict,D0103342,PubMed,13977000,,[On disorders of functional mobility of the cold analyzer in patients with schizophrenia].,1963,SHCHERBINA EA
on disorders of functional mobility of the cold analyzer in patients with schizophrenia,first_author_conflict,D0103343,Embase,L80669747,,On disorders of functional mobility of the cold analyzer in patients with schizophrenia.,1963,Shcherbina
the cold pressor test in mental patients during tranquilizer therapy,first_author_conflict,D0103344,PubMed,13928914,,The cold pressor test in mental patients during tranquilizer therapy.,1963,LEBLANC J
